0.02877127	-0.011198538	0.0119975135	-0.05319378	-0.023453483	0.09115422	-0.0024553647	0.025226615	0.028357448	0.006809185	-0.051111884	0.064390466	0.028056778	-0.036997784	-0.098016314	-0.049641605	0.00815617	-0.05223989	-0.030000651	-0.057821292	-0.03814012	-0.01875316	0.015399483	-0.06649045	0.009818618	-0.026004119	-0.0021699404	0.108869225	0.074633695	0.07441576	-0.08371152	0.0518762	-0.0067209234	0.05916363	0.09308567	0.020170216	-0.04876479	-0.008240845	-0.08948671	-0.021027917	0.001787141	0.100775145	0.034360703	-0.1252121	0.025876839	-0.060240857	0.0007276954	-0.06456551	0.03559666	-0.057111435	0.047205407	-0.06317921	0.028201465	0.01399249	-0.015179922	-0.092188835	0.073325075	-0.005567451	-0.079596974	-0.0032574101	-0.040751807	0.06943977	0.00053171534	0.020234818
0.73860335	-0.8108356	-0.7184925	0.10923599	-0.82262355	-0.30433643	0.9925093	0.9493361	0.6489695	-0.1660328	-0.71085024	0.658876	-0.04287934	0.33620042	-0.69586325	-0.84390044	0.54203254	-0.50607765	0.10861581	-0.85886055	-0.44078204	-0.48329782	-0.06652379	-0.2260889	0.7833198	0.43987235	0.97009534	-0.0861275	0.23816055	-0.43609366	-0.57028466	-0.121421725	0.6551298	-0.3431384	0.7689421	-0.41475734	0.47574258	0.3136527	-0.08438094	0.40337846	-0.8901426	-0.38143754	-1.075872	0.13781573	-0.45543766	0.027246796	-0.3081707	-0.1807195	-0.18935478	-0.5984383	0.4159866	-0.19170345	0.20103157	-0.24297968	0.036258917	-0.07149639	-0.084399424	0.0013429001	0.4486825	-1.0310503	-0.07063096	0.40888226	-0.32929286	0.40023974
0.0060839965	0.09570978	0.18135215	0.41766104	0.109074704	-0.5473653	0.048215136	0.04987079	0.8177956	-0.2856893	0.065277	0.12793662	-0.71428853	0.31777766	0.24770008	-0.12790945	-0.2820979	-0.14786921	0.35978407	0.041422464	-0.28961754	-0.36436546	0.369863	0.6825231	-0.26394513	-0.3094693	-0.034831986	-0.4447516	0.07771087	-0.35481524	-0.09422884	0.24361075	-0.18392816	0.2020627	-0.1451324	-0.1501883	0.56729466	0.6652203	0.2232986	0.7476205	-0.10620434	-0.61828643	-0.2613513	0.5756505	0.306192	0.42667	-0.75186884	0.5969135	-0.6364316	0.33437452	0.53684944	0.62643176	0.12762259	-0.7695487	0.6305498	0.22283074	-0.6762133	-0.36977908	0.53117067	-0.18510406	0.72485137	-0.38146895	-0.82381356	0.6750035
-0.22537285	-0.0101450635	-0.060789865	0.02266717	0.09190604	0.0589893	-0.11248698	-0.040291145	-0.27809715	0.073809996	0.15934196	-0.20919311	0.121376455	0.05497616	0.056276757	0.10839523	0.071955055	0.15281057	0.089151196	0.16769525	0.1170606	0.18821235	-0.091958664	7.0420596e-05	0.017007409	0.098175645	-0.17494652	-0.05927667	-0.13466881	-0.020126544	0.13811316	-0.17609327	-0.0837233	-0.13735534	-0.09485727	0.13193613	-0.18238743	-0.3739364	-0.0065952344	-0.33188546	0.020344695	0.08632972	0.1365943	-0.0054285605	-0.1304159	0.07911144	0.2693686	-0.07392445	0.26724964	0.010849501	-0.35486868	-0.07723992	-0.0151174525	0.24582662	-0.11616369	0.07294259	0.20960756	0.040485375	-0.06868843	0.04607381	-0.08454636	-0.063766874	0.28845948	-0.32922494
0.13776167	0.3244265	0.07978531	0.21503066	0.5351276	-0.18262862	-0.44426817	-0.18293281	-0.12373721	0.6471901	-0.30277303	-0.62366277	0.22960934	0.023530751	-0.04362134	0.45104355	0.04205389	0.67833114	-0.012018507	0.21182092	0.66100854	0.5748602	-0.5451025	-0.005701491	-0.43504515	-0.16556162	-0.026811248	-0.4006617	-0.6381684	-0.008379073	0.69256157	-0.41451904	0.18092477	0.44740435	-0.0035879288	-0.64720476	0.70348054	0.0863107	0.7311488	0.2748448	0.21261497	-0.17469311	0.19705215	0.3532181	0.29695302	0.25640154	0.36245188	-0.21332295	-0.3843982	-0.039655115	0.37239504	0.5512838	-0.7189924	-0.36628467	-0.35473508	0.7072885	-0.5232857	0.64759004	0.475992	-0.04169353	0.01722484	0.1000359	0.22172908	0.28707787
-0.9946849	0.81891876	1.2869945	0.43834054	0.57493186	-0.78727823	-0.45299357	-0.8150888	1.4581101	-0.74533534	1.1881435	0.20309353	-1.4641368	0.051533848	1.3804519	0.28701705	-1.6187295	-0.23327087	0.5513041	0.8326132	-0.58852226	-0.70756894	1.0743054	1.3642198	-0.7695306	-1.13623	-1.109188	-0.59270614	0.5937434	-0.13026524	-0.22312933	2.2315388	-1.2866309	0.74205726	-1.2107133	0.48012254	0.21659645	1.0391797	0.06378342	1.0715812	0.5798358	-0.85033554	0.3210225	0.71233386	1.0295904	0.61961585	-1.8718514	1.6678594	-0.81027985	1.4539361	0.7137816	0.8010694	0.47480947	-1.0297178	1.4398029	0.037825085	-0.8210989	-1.142856	0.33219835	0.7207616	1.321879	-1.3548739	-1.8786987	0.8752857
0.30545872	0.13637762	0.004014941	-0.14432453	-0.05225486	0.114029095	0.16542004	0.029434618	0.25115418	0.032279566	-0.23305166	0.24987261	0.08294725	-0.112786755	-0.2146168	-0.12992568	-0.041399013	-0.13681325	-0.20860593	-0.2211294	-0.21318704	-0.22049372	-0.11745754	-0.09900653	0.068847984	-0.25730434	0.2905763	0.15769044	0.20162655	0.1763176	-0.22959176	0.114739336	0.2608162	0.26026845	0.24656816	-0.21398622	0.24701376	0.39410812	-0.023519518	0.3339922	-0.001515234	0.100709245	-0.17331651	-0.08687166	0.270216	-0.19371879	-0.28156132	-0.08769162	-0.33725634	-0.15769035	0.30414456	0.14361317	-0.054016236	-0.27494553	-0.080458224	-0.07134479	-0.25243962	0.0095148515	0.041917704	-0.10283721	-0.06678344	0.21224993	-0.22821368	0.38025883
-0.80498016	0.93733114	0.96087044	-0.36858624	0.9333621	0.54511744	-0.8839278	-1.0207187	-0.50183445	0.48449436	0.76976156	-0.697723	0.19812007	-0.6336591	0.779879	0.8015812	-0.9194444	0.5486023	-0.5019801	0.84021217	0.5843866	0.4751237	-0.18936226	0.07664724	-0.9096634	-0.8330855	-0.85860026	0.342918	-0.13363998	0.6470253	0.57512945	0.5290523	-0.7882111	0.86307997	-0.7953162	0.499305	-0.45476785	-0.22541945	0.033060506	-0.16979794	0.8748179	0.49155045	0.8997327	-0.33992442	0.8784025	-0.31288266	0.34412244	0.08003686	-0.0162488	0.69590765	-0.32215077	0.26923054	-0.44229662	0.1350014	-0.27901992	-0.118554346	-0.12406366	0.3269479	-0.43236268	0.9276781	-0.060794562	-0.2903881	0.3130512	-0.24217461
-0.40262645	0.2948643	0.5227546	-0.20270094	0.30310342	0.19613154	-0.24380127	-0.46372896	-0.076561935	-0.13925512	0.47915447	-0.013917411	-0.09700932	-0.2820771	0.46260262	0.20271063	-0.45208037	-0.035075683	-0.09785904	0.36690152	-0.13870274	-0.09751615	0.25282565	0.14777409	-0.3124839	-0.30843905	-0.5272964	0.26158267	0.27822134	0.24007644	-0.10285942	0.44212615	-0.45879743	0.1462407	-0.49016497	0.4839084	-0.48104683	-0.1466651	-0.2960631	-0.13719656	0.35850033	0.21284197	0.29851553	-0.20165874	0.2932059	-0.17807259	-0.100962326	0.2653325	0.07869905	0.5124498	-0.24109636	-0.06604703	0.15485246	0.15085278	0.08417693	-0.36601436	0.15053926	-0.23020804	-0.42126074	0.46939945	0.10955722	-0.28393573	-0.08760356	-0.15901764
-0.30348572	-0.25441694	0.10059072	-0.77270335	-0.71175086	0.5514152	0.5883704	0.0627649	0.15433808	-0.65480363	0.64752173	1.0451189	-0.16716143	-0.549823	0.25678682	-0.5920689	-0.45012155	-1.1118859	-0.2692026	-0.22274736	-0.97797805	-1.0502435	0.580923	-0.05907018	0.72217	-0.15027691	-0.061882313	1.1071541	1.3706083	0.36879924	-1.242429	1.1779152	-0.52517337	-0.37389073	-0.17772034	1.0843632	-1.2549697	-0.2432178	-1.5780873	-0.4765443	-0.09965933	0.63585234	-0.18381472	-0.9463877	-0.18443319	-0.62589777	-0.5884409	0.35656753	0.69320786	0.09758854	-0.6662659	-1.4704311	0.8338581	0.6623343	0.2353491	-1.7172717	0.8897146	-0.6210884	-1.3818706	0.21345532	-0.12143424	-0.20875822	-0.40822583	-0.57812786
